,tweet_created_at,tweet_full_text,text_clean
4613,Fri Sep 07 01:32:58 +0000 2018,Ha ha a short seller #JustDoIt https://t.co/J9XkycGqWE,ha ha short seller justdoit
2300,Fri Sep 07 01:32:52 +0000 2018,"If someone makes a ""Mute Cris Collingsworth"" remote button, you will be a very rich person. #JustDoIt",someon make mute cri collingsworth remot button rich person justdoit
3893,Fri Sep 07 01:32:36 +0000 2018,"Check out mr booker , he stood today !! #CoreyBooker  #nike #justdoit #bringit #brought #standforsomething https://t.co/4JAIcBBTza",check mr booker stood today coreybook nike justdoit bringit brought standforsometh
993,Fri Sep 07 01:32:35 +0000 2018,"""If you're born a #refugee, don't let it stop you from playing soccer for the national team -- at age 16"" - &lt;3 someone give the writer a raise. i don't fall into any marketing demo, and i'm over here crying. @Kaepernick7 @Nike  #JustDoIt https://t.co/3IhGBj15ZM via @CNNMoney",born refuge let stop play soccer nation team age lt someon give writer rais fall market demo cri justdoit via
735,Fri Sep 07 01:32:27 +0000 2018,"Dear anti-life #Democrats, keep protesting, shouting, and disrupting the #KavanaughHearings.  Such lawlessness will help elect #Republicans in November.  Do it, those of you who oppose the first civil #righttolife.  #JustDoIt (er, to ""borrow"" a phrase for #prolife activism). https://t.co/g5cF2q6Ru6",dear anti life democrat keep protest shout disrupt kavanaughhear lawless help elect republican novemb oppos first civil righttolif justdoit er borrow phrase prolif activ
1260,Fri Sep 07 01:32:25 +0000 2018,I’ve never been more ready to get home and eat pizza and watch the birds. 🏈 #knuckifyoubuck #justdoit,i’v never readi get home eat pizza watch bird knuckifyoubuck justdoit
1751,Fri Sep 07 01:32:24 +0000 2018,IT'S NOT ABOUT ONE PLAYER its ABOUT THE ENTIRE TEAM......#keepgrinding #justdoit #forflash https://t.co/Jh2AnCBe7I,not one player entir team keepgrind justdoit forflash
2121,Fri Sep 07 01:32:24 +0000 2018,@realDonaldTrump If people say your dreams are crazy and if they laugh at what you think you can do...Stay that way President Trump. You can and will do it. #JustDoIt,peopl say dream crazi laugh think stay way presid trump justdoit
4564,Fri Sep 07 01:32:10 +0000 2018,“It’s either this or an orange jumpsuit”-Dowd #Fear #WoodwardBook(book seems like a lifetime ago)Me: It’s going to be an ‘orange jumpsuit’ either way! #TrumpResign #justdoit Says Trump Will Not Answer Questions About Allegedly Obstructing Justice- Splinter https://t.co/apAQzsm0Hu,“it’ either orang jumpsuit” dowd fear woodwardbook book seem like lifetim ago it’ go ‘orang jumpsuit’ either way trumpresign justdoit say trump not answer question allegedli obstruct justic splinter
4804,Fri Sep 07 01:32:02 +0000 2018,@StarTribune Yeah cause that would push them closer to the MTV movie awards. #justdoit,yeah caus would push closer mtv movi award justdoit
3559,Fri Sep 07 01:32:01 +0000 2018,Bruh 😂😂😂😂 #justdoit #nike https://t.co/zQyBcmmoSe,bruh 😂😂😂😂 justdoit nike
3180,Fri Sep 07 01:31:45 +0000 2018,"“Nike Investors Not Happy About The Colin Kaepernick Ad”
https://t.co/NhmlK1lYRF

#JustDoIt https://t.co/OlYWQtpGk7",“nike investor not happi colin kaepernick ad” justdoit
585,Fri Sep 07 01:31:34 +0000 2018,AND NOW IM READY FOR SOME #FOOTBALL !!!! #ThursdayNightFootball #NFLKickoff #NFLkickoff2018 #NFL #JustDoIt 🏈💃🏾✨ https://t.co/QOnZNU918D,im readi footbal thursdaynightfootbal nflkickoff nflkickoff nfl justdoit 🏈💃🏾✨
694,Fri Sep 07 01:31:28 +0000 2018,But y’all mad at Nike &amp; not the police. #NFL #TakeaKnee #JustDoIt #Football https://t.co/meMT0agdQS,y’all mad nike amp not polic nfl takeakne justdoit footbal
1386,Fri Sep 07 01:31:21 +0000 2018,"AWESOME! #JustDoIt 

#BelieveInYourself https://t.co/XwQjJKzPQh",awesom justdoit believeinyourself
337,Fri Sep 07 01:31:17 +0000 2018,Ok last one. Buts it’s a good one. 🤣🤣 #JustDoIt #OrDont #IDontCare https://t.co/LxSmNBmjxp,ok last one but it’ good one 🤣🤣 justdoit ordont idontcar
4605,Fri Sep 07 01:31:09 +0000 2018,"@HillaryClinton You, @HillaryClinton, have the right to remain silent.  #JustDoIt  #ConfirmKavanaugh",right remain silent justdoit confirmkavanaugh
1927,Fri Sep 07 01:30:43 +0000 2018,Never laugh at the misfortune of others.... unless they deserve it. 🤣🤣🤣🤣🤣 #Kaepernick #Nike #JustDoIt https://t.co/DbdasuD0M8,never laugh misfortun other unless deserv 🤣🤣🤣🤣🤣 kaepernick nike justdoit
2482,Fri Sep 07 01:30:38 +0000 2018,This is for all u stupid mufuckas that want to talk shit lol 🤣😂😂😂😂😂😂 #JustDoIt #nike #iWillAlwaysWearNike #fuckAllTheHaters https://t.co/lwe4loz67h,stupid mufucka want talk shit lol 🤣😂😂😂😂😂😂 justdoit nike iwillalwayswearnik fuckallthehat
3269,Fri Sep 07 01:30:12 +0000 2018,"Just like @Kaepernick7, I'm ignorant and have ZERO skills. So @Nike can I endorse some stuff? I'll even donate some of my $ to an escaped #CopKiller like he did... #Please #JUSTDOIT",like ignor zero skill endors stuff even donat escap copkil like pleas justdoit
2509,Fri Sep 07 01:30:06 +0000 2018,"I come from a military family where you stand for the flag, doing anything else considered disrespectful. I however, will always also believe in @Nike's message. Don't ask if your dreams are crazy. Ask if they're crazy enough. #JustDoIt",come militari famili stand flag anyth els consid disrespect howev alway also believ messag ask dream crazi ask crazi enough justdoit
3629,Fri Sep 07 01:29:59 +0000 2018,Get rid of sweatshops #justdoit,get rid sweatshop justdoit
752,Fri Sep 07 01:29:57 +0000 2018,"Breaking: @Ford supports kneeling football players. I hope MAGA Twitter keeps this same @Nike energy and they bout to be out here filming themselves blowing up their super duty F150’s.

#JustDoIt https://t.co/rTFfUW6hE4",break support kneel footbal player hope maga twitter keep energi bout film blow super duti f’ justdoit
2485,Fri Sep 07 01:29:38 +0000 2018,#billclinton nick #nike #justdoit https://t.co/g5HhxSXuAx,billclinton nick nike justdoit
3925,Fri Sep 07 01:29:20 +0000 2018,Tune into Channel 4 (@WTMJ) at 10PM to hear our PR expert Evan Zeppos discuss why @Nike hit the trifecta with their #justdoit campaign... even before its official debut.,tune channel pm hear pr expert evan zeppo discuss hit trifecta justdoit campaign even offici debut
4714,Fri Sep 07 01:29:19 +0000 2018,Checks over stripes that’s what we like #justdoit,check stripe that’ like justdoit
728,Fri Sep 07 01:29:13 +0000 2018,Where can I get my @Nike #Colin_Kaepernick jersey at? #JustDoIt,get colinkaepernick jersey justdoit
4850,Fri Sep 07 01:29:01 +0000 2018,It's good @D_Booth7 played in the @NHL made decent $$ because this dumb ass will likely have a tough time finding a job again with his IQ level. #maga #justdoit https://t.co/s8hNhfb2dw,good play made decent dumb ass like tough time find job iq level maga justdoit
99,Fri Sep 07 01:28:53 +0000 2018,"If you protest a company's stand on an issue by burning that company's merchandise, and in the process burn your own house down? Stop breathing and wasting everyone else's oxygen. You're too stupid to live.  #JustDoIt 

https://t.co/EAT0xoOH49",protest compani stand issu burn compani merchandis process burn hous stop breath wast everyon els oxygen stupid live justdoit
3369,Fri Sep 07 01:28:42 +0000 2018,Yes believe in something even if your standing alone and sacrificing your dreams ! This is the best commercial I’ve seen ! #JustDoIt ✅ #DreamBig https://t.co/nZHzOaJHnx,ye believ someth even stand alon sacrif dream best commerci i’v seen justdoit dreambig
4734,Fri Sep 07 01:28:31 +0000 2018,@CollinsworthPFF Maybe you should take a knee for this one #justdoit,mayb take knee one justdoit
2827,Fri Sep 07 01:28:22 +0000 2018,"A true inspiration.

""You can take the superhero out of her costume, but you can never take away her superpowers.""

#JustDoIt https://t.co/9ZpNWxuB2u",true inspir take superhero costum never take away superpow justdoit
2518,Fri Sep 07 01:28:03 +0000 2018,I #TakeAKnee to support freedom of speech and true American Patriotism and Liberty. #WeAreThePatriots 🇺🇸 #JustDoIt #ImWithKap https://t.co/iMRjG3x0CF,takeakne support freedom speech true american patriot liberti wearethepatriot 🇺🇸 justdoit imwithkap
2740,Fri Sep 07 01:27:58 +0000 2018,@Nike I support your new #JustDoIt it campaign. Funny thing not seeing anyone burn their #jordans though. #Kapernick. Loved my #Nike Striker #soccer shoes.,support new justdoit campaign funni thing not see anyon burn jordan though kapernick love nike striker soccer shoe
1497,Fri Sep 07 01:27:57 +0000 2018,"@realDonaldTrump You enjoy your little ego boosting event.  I will watch the NFL game with my Eagles, you know, the guys who never came to the Whitehouse after winning the superbowl. #JustDoIt",enjoy littl ego boost event watch nfl game eagl know guy never came whitehous win superbowl justdoit
3112,Fri Sep 07 01:27:50 +0000 2018,I'll accept #Nike gear from anyone looking to unload. #JustDoIt,accept nike gear anyon look unload justdoit
4839,Fri Sep 07 01:27:50 +0000 2018,"@TopRopeTravis Thank you so much for your 7 tours of duty. That is a mighty commitment. We live in a land where real patriots #TakeAKnee as a silent protest against racism, racial profiling, cops killing black men in their backyards when they are on their cell phones. #BLM #JustDoIt #ImWithKaep",thank much tour duti mighti commit live land real patriot takeakne silent protest racism racial profil cop kill black men backyard cell phone blm justdoit imwithkaep
2044,Fri Sep 07 01:27:33 +0000 2018,"My BitMoji Rockin' Dat #Nike and so should You!💪👌 #fuckwhatdemhatassay
#JustDoIt https://t.co/YDImZAPAji",bitmoji rockin dat nike 💪👌 fuckwhatdemhatassay justdoit
3738,Fri Sep 07 01:27:29 +0000 2018,"@MattForMontana Sup dude? Just heard you say you’re going to protect our public lands. PROVE IT! Start with protecting wild horses. Your first act in office should be to #PROTECTOURWILDHORSESONOURPUBLICLANDS
#STOPHORSESLAUGHTER 
Do your part. Prove you’re worthy. #JustDoIt",sup dude heard say you’r go protect public land prove start protect wild hors first act offic protectourwildhorsesonourpublicland stophorseslaught part prove you’r worthi justdoit
602,Fri Sep 07 01:27:28 +0000 2018,#ThursdayNightFootball Thursday Night What 🤔I’ll #justdoit and Pass,thursdaynightfootbal thursday night 🤔i’ll justdoit pass
1071,Fri Sep 07 01:27:27 +0000 2018,Believe in the 3 Is’. Intensity. Integrity. Intelligence. #itstrue #justdoit https://t.co/rDZ29gYKTd,believ is’ intens integr intellig itstru justdoit
1269,Fri Sep 07 01:27:24 +0000 2018,"Oh yea!!! season starts tonight!!’ It’s all BIG BLUE in this house!!’ No others allowed!!!
Drop your team below!!! Let’s get it!
#justdoit
🏈: @obj_3
👟:… https://t.co/HzLFpFfrg0",oh yea season start tonight it’ big blue hous no other allow drop team let’ get justdoit
333,Fri Sep 07 01:27:23 +0000 2018,"@replouiegohmert @Faye0226 @POTUS #JustDoIt 
@realDonaldTrump needs an #InsurancePolicyRewrite📝",justdoit need insurancepolicyrewrite📝
2978,Fri Sep 07 01:27:11 +0000 2018,"@HarleyPlays @CaLLzyy_ @PrinceAtari Yup. Im 9 weeks in and just over 35 pounds lighter. If you do it, it works. #justdoit",yup im week pound lighter work justdoit
4237,Fri Sep 07 01:27:03 +0000 2018,"@Travon Some of us are educated sympathetic, empathetic and open minded. #justsaying #JustDoIt",us educ sympathet empathet open mind justsay justdoit
564,Fri Sep 07 01:27:02 +0000 2018,"@Kaepernick7  I support Colin Kaepernick
#imwithkap #justdoit",support colin kaepernick imwithkap justdoit
1092,Fri Sep 07 01:26:49 +0000 2018,"The REASON @Kaepernick7 and @Nike teamed up for their 30yr anniversary of #justdoit is because YOU MOTHERFUCKERS STILL. DO. NOT. GET. IT. {Again} it was NEVER about the flag or what so many ""believe"" it represents. #todaysTEDTalk",reason team yr anniversari justdoit motherfuck still not get never flag mani believ repres todaystedtalk
1247,Fri Sep 07 01:26:47 +0000 2018,This would be the perfect ad for a Nike/WWE partnership. #WWE #JustDoIt #RAW #Nike https://t.co/qTX4sJUtXQ,would perfect ad nike wwe partnership wwe justdoit raw nike
4310,Fri Sep 07 01:26:42 +0000 2018,Spot the difference 🧐 @Pchiddy saw it coming? 🤭 #JustDoIt  #patrickchan #TeamCanada https://t.co/eCf4kuVxYB,spot differ saw come justdoit patrickchan teamcanada
2476,Fri Sep 07 01:26:31 +0000 2018,"Reposting @kimbondy:⠀
...⠀
""#Repost @nikimoorefunny with get_repost⠀
・・・⠀
THAT PART!! #ThisIsAmerica 😶 #TeamDL #Nike #JustDoIt #ColinKaepernick"" https://t.co/miTo5fZ4iz",repost repost getrepost⠀ ・・・⠀ part thisisamerica teamdl nike justdoit colinkaepernick
4313,Fri Sep 07 01:26:30 +0000 2018,"People thinking Nike is losing $ over Kapernick ad are not well informed. We, marketers, do market research before spending $ on ads, it must have been a good ROI for Nike to do it #JustDoIt",peopl think nike lose kapernick ad not well inform market market research spend ad must good roi nike justdoit
4194,Fri Sep 07 01:26:09 +0000 2018,"Just Released--@Ace_Metrix reveals how viewers responded to @Nike's new creative, #DreamCrazy, and its partnership with @Kaepernick7: https://t.co/pZjBXPhegb #KaepernickNikeAd #JustDoIt https://t.co/bRVejL7qRK",releas reveal viewer respond new creativ dreamcrazi partnership kaepernicknikead justdoit
2280,Fri Sep 07 01:25:57 +0000 2018,Los/as invito a ver y compartir este vídeo Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Tyua4rHukf,lo invito ver compartir est vídeo don’t ask dream crazi ask they’r crazi enough justdoit
2328,Fri Sep 07 01:25:31 +0000 2018,@CofOHardWorkU  wonder how many students of color agree with your misguided take on kneeling. Hopefully others are still open to listening and learning #JustDoIt @Nike https://t.co/0KJ5qPpm6j,wonder mani student color agre misguid take kneel hope other still open listen learn justdoit
4304,Fri Sep 07 01:25:31 +0000 2018,Ya'll need to quit worrying about Nikes and go grab yourselves a pair of Justin work boots and take ya asses to work #justdoit,ya need quit worri nike go grab pair justin work boot take ya ass work justdoit
1243,Fri Sep 07 01:25:28 +0000 2018,"""Believe in something. Even if it costs someone else everything. #JustDoIt."" - #Bernie #Kaepernick https://t.co/60q0zynKgT",believ someth even cost someon els everyth justdoit berni kaepernick
2824,Fri Sep 07 01:25:19 +0000 2018,"Just do it or dont mfs #justdoit @ Kansas City, Missouri https://t.co/XfDcRQkybF",dont mf justdoit kansa citi missouri
4728,Fri Sep 07 01:25:17 +0000 2018,"I LOVE THIS!!! #chills, #justdoit, #ImWithKaep https://t.co/S4xEKHpSiC",love chill justdoit imwithkaep
4908,Fri Sep 07 01:25:12 +0000 2018,@TrinaBraxton @TraciBraxton @TamarBraxtonHer @towandabraxton @tonibraxton I've adjusted my work schedule to be with you all on Thursdays........#fixitjesus #nike #justdoit,adjust work schedul thursday fixitjesu nike justdoit
2697,Fri Sep 07 01:25:06 +0000 2018,"@LibturdSmasher @jillosophy @FredMer39027021 @jimbo_always @TeedIsMe @Praxicylene @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @aseeger3 @MakeNEGrrAgain @clintonhill889 @SandySega @BlackfootJon2 @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 @MistaBRONCO The #Nike brand is just like #ColinKaepernick. NO CLASS, NO RESPECT.

#NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick",nike brand like colinkaepernick no class no respect nikeboycott boycottnik nikead justdoit nfl kaepernick
4676,Fri Sep 07 01:24:52 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit,don’t ask dream crazi ask they’r crazi enough justdoit
1939,Fri Sep 07 01:24:43 +0000 2018,"We won!!!! 🏈 🤸🏾‍♀️ .
.
.
.
.
.
#mysonandme #joke #justdoit #healthylifestyle #happy #weightlossjourney #photooftheday #strong #healthy #wellness #fit #motivation #success https://t.co/nHeaeswj61 https://t.co/6rtCFO5Fi0",🤸🏾‍♀️ mysonandm joke justdoit healthylifestyl happi weightlossjourney photooftheday strong healthi well fit motiv success
5044,Fri Sep 07 01:24:29 +0000 2018,One way to resolve the issue of players kneeling during the National Anthem is to replace the Stars on the American flag with Nike's Swoosh Logo.  That'll get em to remain standing ;-)  #Nike #JustDoIt #ColinKaepernick #Flag https://t.co/fRFkZDC1WV,one way resolv issu player kneel nation anthem replac star american flag nike swoosh logo get em remain stand nike justdoit colinkaepernick flag
1543,Fri Sep 07 01:24:21 +0000 2018,"Just do it 😂😂

#Jamaicansbelike #JustDoIt #Toronto https://t.co/PVkCMkEenO",😂😂 jamaicansbelik justdoit toronto
3590,Fri Sep 07 01:24:19 +0000 2018,S/O to everyone for taking advantage of Big Baller Brand 30% OFF Back-to-School special in honor of Colin Kaepernick. #geturmerch 🤷‍♂️ #justdoit https://t.co/b5A9T3cyZL,everyon take advantag big baller brand back school special honor colin kaepernick geturmerch 🤷‍♂️ justdoit
541,Fri Sep 07 01:24:15 +0000 2018,"Because I’m a reasonable, tolerant, evolved human being, I get to watch the season premiere of #NFL’s #ThrusdayNightFootball #NFL2018 #NFLKickoff #ATLvsPHI which of course all the loyal, principled trumpHumpers are boycotting...

BTW the stadium is packed #JustDoIt #TakeAKnee https://t.co/PMNM90wSDu",i’m reason toler evolv human get watch season premier nfl’ thrusdaynightfootbal nfl nflkickoff atlvsphi cours loyal principl trumphump boycot btw stadium pack justdoit takeakne
2673,Fri Sep 07 01:23:39 +0000 2018,"LOL. I had to make this up. Who knows, maybe some positivity will reverse the curse. #CurseOfMarino

Believe in Ryan Tannehill. #JustDoIt #FinsUp https://t.co/HkftT3uYK2",lol make know mayb posit revers curs curseofmarino believ ryan tannehil justdoit finsup
2183,Fri Sep 07 01:23:37 +0000 2018,How impressive is this? 👇🏽👇🏽👇🏽#JustDoIt https://t.co/YrLodl12Yf,impress 👇🏽👇🏽👇🏽 justdoit
4391,Fri Sep 07 01:23:36 +0000 2018,"@ListenToEzra @Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody @AllensOpEd @CyrusToulabi @MissyElliott @Alyssa_Milano @TheRevAl @JoyAnnReid @CoryBooker Did everyone just write this now? 
Creating poetry
Together?

Wow! 
#JustDoIt 
#TakeAKnee 
#ImWithKaep 
#ResistancePoets",everyon write creat poetri togeth wow justdoit takeakne imwithkaep resistancepoet
1306,Fri Sep 07 01:23:34 +0000 2018,"We all so fed up.
Cory said, “BRING IT. BRING THE CHARGES.” #JustDoIt 😂😂😂😂",fed cori said “bring bring charg justdoit 😂😂😂😂
702,Fri Sep 07 01:23:34 +0000 2018,Serena is a whole mood right now! #dreamit #ownit #justdoit #dontcallitacomeback #shesbeenhereforyears #thismama #thismamasgonnaknockyouout #serenawilliams #goat https://t.co/vFswdLhG5Y,serena whole mood right dreamit ownit justdoit dontcallitacomeback shesbeenhereforyear thismama thismamasgonnaknockyouout serenawilliam goat
2684,Fri Sep 07 01:23:32 +0000 2018,Trump’s White House is one giant snake pit! 🤦🏽‍♀️ #TrumpResign #justdoit White House aides turn on each other in hunt for op-ed author - POLITICO https://t.co/xHkRciWfnm,trump’ white hous one giant snake pit 🤦🏽‍♀️ trumpresign justdoit white hous aid turn hunt op ed author politico
1907,Fri Sep 07 01:23:19 +0000 2018,@TheSharkDaymond @Nike @Kaepernick7 Love that you tweeted this and I love that Nike is so much more than something to wear! Nike is def. my #1 brand #JustDoIt,love tweet love nike much someth wear nike def brand justdoit
4536,Fri Sep 07 01:23:14 +0000 2018,"Opening day for the NFL season underway... So how many of y’all got up from your couch to stand at attention during the anthem tonight? Asking for a friend 👀....
#JustDoIt",open day nfl season underway mani y’all got couch stand attent anthem tonight ask friend justdoit
3620,Fri Sep 07 01:23:05 +0000 2018,@BoyzIIMen should have song the National Anthem on Bended Knee 😳🤗😂✊🏾🏈 #ATLvsPHI #NFLkickoff2018 #BoyzIIMen #NationalAnthem  #justdoit,song nation anthem bend knee 😳🤗😂✊🏾🏈 atlvsphi nflkickoff boyziimen nationalanthem justdoit
355,Fri Sep 07 01:23:02 +0000 2018,"Tuned into tonight’s @NFL game, not because I’m eager to watch the Eagles but because I can’t wait to see @Kaepernick7 star in Nike’s commercial. #JustDoIt #resistance #TakeAKnee",tune tonight’ game not i’m eager watch eagl can’t wait see star nike’ commerci justdoit resist takeakne
165,Fri Sep 07 01:22:55 +0000 2018,LIFE WILL BE SO MUCH EASIER!!! #facts #colinkaepernick #nike #justdoit #issamovement #unstoppable #powerful #life @kaepernick7 @nike @theshaderoom @worldstar #worldstarhiphop #theshaderoom #black #papersackbrown #wearetherainbow #getwititorgetlost #narrowmindedpeople https://t.co/nyQHNCqxhm,life much easier fact colinkaepernick nike justdoit issamov unstopp power life worldstarhiphop theshaderoom black papersackbrown wearetherainbow getwititorgetlost narrowmindedpeopl
4740,Fri Sep 07 01:22:45 +0000 2018,"@UliMtn @ill_never_stop Oooooh SNAP on Colin @Kaepernick7 right there!
#JustDoIt #Save1stAmendment",oooooh snap colin right justdoit savestamend
1947,Fri Sep 07 01:22:37 +0000 2018,"@MelsLien Ooh... this is a good week!
#JustDoIt #BringIt https://t.co/QdD4Vo3oIE",ooh good week justdoit bringit
3475,Fri Sep 07 01:22:36 +0000 2018,Yeah. #darkinc316  #justdoit #justdoit✔️ https://t.co/xJpbu9KF5s,yeah darkinc justdoit justdoit✔️
913,Fri Sep 07 01:22:30 +0000 2018,I see you pizza hut it's cool come on to the black side like nike #justdoit we'll buy all them wings off wing street 😂😂😂.. that Commercial was tough 💪💪..,see pizza hut cool come black side like nike justdoit buy wing wing street 😂😂😂 commerci tough 💪💪
2997,Fri Sep 07 01:22:19 +0000 2018,"@shoola1 @ABC Lose some, gain others. ""Believe in something, even if it means losing everything."" I'm going out to buy a pair of Nikes tomorrow. #Nike #JustDoIt",lose gain other believ someth even mean lose everyth go buy pair nike tomorrow nike justdoit
2939,Fri Sep 07 01:22:13 +0000 2018,I know my rights. Just added @kaepernick7 to @kawdart wall #kneelwithkaepernick #nikeshoes #justdoit #KAWDart #tellingourstories #at #kawdartgallery #nike @… https://t.co/OMUQrumyYy,know right ad wall kneelwithkaepernick nikesho justdoit kawdart tellingourstori kawdartgalleri nike
4956,Fri Sep 07 01:22:11 +0000 2018,This sums it up. #imwithkap #powertothepeaceful #justdoit https://t.co/ufC95xPcg7,sum imwithkap powertothepeac justdoit
1909,Fri Sep 07 01:22:10 +0000 2018,"Go ahead and laugh (or gag).
#JustDoIt https://t.co/Zy9jOyHxCP",go ahead laugh gag justdoit
2283,Fri Sep 07 01:21:48 +0000 2018,God made you exactly how you should be #justdoit #blackexcellence #queer #transgender #ftm https://t.co/OunbfRA68y,god made exactli justdoit blackexcel queer transgend ftm
4633,Fri Sep 07 01:21:39 +0000 2018,"Join us at @hohatl THIS SUNDAY, at 7:30am &amp; 10:15am, as we worship God &amp; participate in ""Nike Sunday""! Please wear your Nike shoes &amp; Nike apparel on Sunday!!!! We will present Jesus &amp; show solidarity with @kaepernick7 &amp; @nike!! #JustDoIt 
#FaithInGod #SocialJustice https://t.co/EPSExyRkXh",join us sunday amp worship god amp particip nike sunday pleas wear nike shoe amp nike apparel sunday present jesu amp show solidar amp justdoit faithingod socialjustic
3561,Fri Sep 07 01:21:33 +0000 2018,"@mayawiley It captures the zeitgeist today, as @SenKamalaHarris  and @CoreyBooker, among others, risk a lot to force transparency in the Kavanaugh hearing.  #StopKavanaugh #JustDoIt",captur zeitgeist today among other risk lot forc transpar kavanaugh hear stopkavanaugh justdoit
3718,Fri Sep 07 01:21:31 +0000 2018,"Love this campaign, well done @Nike #JustDoIt https://t.co/gxBLJyvriv",love campaign well done justdoit
4197,Fri Sep 07 01:21:24 +0000 2018,"I'm with this.

#nike #kaepernick #justdoit #snowflake #trump #donaldtrump #colorado #kratomking #gratitude #love @ Denver's Competitive Ink https://t.co/BYKZubLEMb",nike kaepernick justdoit snowflak trump donaldtrump colorado kratomk gratitud love denver competit ink
155,Fri Sep 07 01:21:12 +0000 2018,M3 ALL W33K!!! 😩😂😂😅😅😀 👟✔️ #JustDoIt! #nike @nike @ Nike https://t.co/u3Xea6Hcox,wk 😩😂😂😅😅😀 👟✔️ justdoit nike nike
4868,Fri Sep 07 01:21:06 +0000 2018,"Have you seen Colin Kaepernick's Nike commercial yet?
#ImWithKap #TakeAKnee #JustDoIt https://t.co/5RPIO4oOBT",seen colin kaepernick nike commerci yet imwithkap takeakne justdoit
4546,Fri Sep 07 01:20:59 +0000 2018,@NBCSPhilly But @Nike still runs sweatshops and make 💩 sneakers.  I stand for #BoycottNike #justdoit,still run sweatshop make sneaker stand boycottnik justdoit
3163,Fri Sep 07 01:20:35 +0000 2018,Work smarter not harder and you will get stronger &amp; better. Always remember to be yourself. Dare to be different even if it's crazy. Ask yourself is it crazy enough? Just Do It ✔️. @Nike @Kaepernick7 #JustDoIt #Nike #Ad #MeToWe #Love ❤️💙💚💛🧡💜🖤 #BeYourself #LoveYourself🙏 https://t.co/f0LauXHaLE,work smarter not harder get stronger amp better alway rememb dare differ even crazi ask crazi enough ✔️ justdoit nike ad metow love ❤️💙💚💛🧡💜🖤 beyourself loveyourself🙏
1791,Fri Sep 07 01:20:29 +0000 2018,For #Orlando friends 🤣 #justdoit ✔️ https://t.co/gcAj1BWX2h,orlando friend justdoit ✔️
3715,Fri Sep 07 01:20:29 +0000 2018,"All you assholes out here hoping that #sketchers picks up a big name, while I'm enjoying my #jordans.  #nike #burnmf #justdoit",asshol hope sketcher pick big name enjoy jordan nike burnmf justdoit
4848,Fri Sep 07 01:20:21 +0000 2018,"People who are crazy enough to think they can change the world, are the ones who do.
—Apple

#NotCrazy #belief #changeTheWorld #MissionPossible #JustDoIt #YesYouCan https://t.co/VnLrViTZi0",peopl crazi enough think chang world one —appl notcrazi belief changetheworld missionposs justdoit yesyoucan
3345,Fri Sep 07 01:20:18 +0000 2018,Thanks #Nike #JustDoIt https://t.co/n9ofa7n86C,thank nike justdoit
229,Fri Sep 07 01:19:59 +0000 2018,"Every single one of my ""very mad at Kap"" friends is live-posting the NFL season opener. #JustDoIt",everi singl one mad kap friend live post nfl season open justdoit
1344,Fri Sep 07 01:19:49 +0000 2018,"~Own your Faults~ 
#justdoit @ Shooff Kuts &amp; Accessories https://t.co/Q3Xbl8c2E5",fault justdoit shooff kut amp accessori
1202,Fri Sep 07 01:19:47 +0000 2018,I love what #Nike is doing with @kaepernick7 putting #socialinjustice on the forefront and communicating these issues through out their campaign. It’s time to step up and #JustDoIt I am so… https://t.co/D2TAcSuER0,love nike put socialinjustic forefront commun issu campaign it’ time step justdoit so…
