,tweet_created_at,tweet_full_text,text_clean
3652,Fri Sep 07 14:01:05 +0000 2018,"Don’t let fatigue destroy your dreams💯
.
.
#violatorfitness #fitnessfriday #lifequotes #fatigue #dreams #dreamescometrue #FitnessMotivation #StudentAthlete #JustDoIt #Nike #destroy #havefaith #StayWoke #getfit https://t.co/b847KwzEYp",don’t let fatigu destroy dreams💯 violatorfit fitnessfriday lifequot fatigu dream dreamescometru fitnessmotiv studentathlet justdoit nike destroy havefaith staywok getfit
1493,Fri Sep 07 14:01:04 +0000 2018,"Just in is this NIKE Back Pack......great for Back To School!
#justdoit https://t.co/Z7oqAySqIt",nike back pack great back school justdoit
11,Fri Sep 07 14:00:45 +0000 2018,"@SRuhle c’mon we know #Nike is not perfect. Most importantly, #nike is doing the right thing!  What about Trump?What about @msnbc that has one black anchor during the week and one very popular black anchor who is relegated to the weekend? Are you doing the right thing! #justdoit",c’mon know nike not perfect importantli nike right thing trump one black anchor week one popular black anchor releg weekend right thing justdoit
2556,Fri Sep 07 14:00:44 +0000 2018,"Powerful. 

 #Britball #Britbowl #Finals #GoingDark #Justdoit #LondonWarriors #Nike #Playoffs #Prem #SocialMedia https://t.co/D8XPCJPj4B https://t.co/X9pDnGTAa5",power britbal britbowl final goingdark justdoit londonwarrior nike playoff prem socialmedia
813,Fri Sep 07 14:00:42 +0000 2018,"Believe in something, even if it means sacrificing everything. 
#JustDoIt https://t.co/sXIjf8klWT",believ someth even mean sacrif everyth justdoit
359,Fri Sep 07 14:00:37 +0000 2018,Be great 😁 #JustDoIt,great justdoit
5005,Fri Sep 07 14:00:27 +0000 2018,Nike❤️❤️#Justdoit https://t.co/9yaFWFlR8z,nike❤️❤️ justdoit
3436,Fri Sep 07 14:00:22 +0000 2018,"@realDonaldTrump Nike was thinking what 60% of Americans ...Resign Don the Con #JustDoIt    Side note to Mueller, Indict Treasonous Don, #JustDoIt",nike think american resign con justdoit side note mueller indict treason justdoit
1752,Fri Sep 07 14:00:22 +0000 2018,"@Mikel_Jollett YES, @CoryBooker! I APPLAUD you and your integrity, tenacity, and political courage! 🤗👏🏽👏🏽👏🏽

“Believe in something. Even if it means sacrificing everything.”

#JustDoIt @Nike @Kaepernick7",ye applaud integr tenac polit courag 🤗👏🏽👏🏽👏🏽 “believ someth even mean sacrif everyth justdoit
83,Fri Sep 07 14:00:12 +0000 2018,"Just a bunch of dudes slapping each other’s asses while working, nothing weird about it  #JustDoIt",bunch dude slap other’ ass work noth weird justdoit
4382,Fri Sep 07 14:00:08 +0000 2018,@MCormack The problem with social media.  Old Boomer who overvalues his opinion can indulge narcissism to tell us that we must pine for the old days.  Go play with your grandkids old man.  No one cares what you think.  Shiny helmets are fine.  #justdoit #TeamNike,problem social media old boomer overvalu opinion indulg narciss tell us must pine old day go play grandkid old man no one care think shini helmet fine justdoit teamnik
5070,Fri Sep 07 14:00:06 +0000 2018,"YES, @CoryBooker! I APPLAUD you and your integrity, tenacity, and political courage! 🤗👏🏽👏🏽👏🏽

“Believe in something. Even if it means sacrificing everything.”

#JustDoIt @Nike @Kaepernick7 https://t.co/3ptpTVqDh6",ye applaud integr tenac polit courag 🤗👏🏽👏🏽👏🏽 “believ someth even mean sacrif everyth justdoit
1156,Fri Sep 07 14:00:00 +0000 2018,"Levis, Nike, Subway the list goes on ...  #VoteWithYourWallet and boycott them if you don't like it.  You don't have to tweet.  You don't have to discuss it with anyone.  #JustDoIt https://t.co/ggJ7qZxsHK",levi nike subway list goe votewithyourwallet boycott like tweet discuss anyon justdoit
2940,Fri Sep 07 13:59:56 +0000 2018,Back story to why Colin Kaepernick took a knee. I didn't know. Maybe you didn't either. #nike #JustDoIt https://t.co/QqmIO7fy3l,back stori colin kaepernick took knee know mayb either nike justdoit
3943,Fri Sep 07 13:59:44 +0000 2018,@jjones_74 I'm so proud of you!! Always remember where it started #baseball I told you would be a pro in something. Ohio State to the @Seahawks Come back and visit me and the kids we are in the same place. You were one of the best catchers I ever had. #JustDoIt https://t.co/kWYraBB1rL,proud alway rememb start basebal told would pro someth ohio state come back visit kid place one best catcher ever justdoit
997,Fri Sep 07 13:59:42 +0000 2018,“The true measure of success is how many times you can bounce back from failure.”#justdoit #nike #✔,“the true measur success mani time bounc back failur justdoit nike
3479,Fri Sep 07 13:59:29 +0000 2018,@andylassner I guess that answers Dump's tweet about what Nike was thinking. 😀 #JustDoIt,guess answer dump tweet nike think justdoit
4475,Fri Sep 07 13:59:20 +0000 2018,"@KamalaHarris Be all you can be today. So many people are counting you to stand up for their right to kill babies and take guns from the uneducated #Cult45 Get those crazy eyes out...orrr is that your permanent face? Either way...

#HarrisForPresident2020 #JustDoit",today mani peopl count stand right kill babi take gun uneduc cult get crazi eye orrr perman face either way harrisforpresid justdoit
4361,Fri Sep 07 13:58:59 +0000 2018,"@ColSand42 @guardian Did you send a photographer? When can we expect the doctored photo's? 

#nike
#JustDoIt 
#Kaepernick",send photograph expect doctor photo nike justdoit kaepernick
4670,Fri Sep 07 13:58:58 +0000 2018,"Truth is, you'll never be ready for everything in life. Sometimes you have to say ""yes"" and learn as you go. It's time to stop being a spectator and get in the game 
.
.
#doitnow #justdoit… https://t.co/ahl47OdEWC",truth never readi everyth life sometim say ye learn go time stop spectat get game doitnow justdoit…
3205,Fri Sep 07 13:58:58 +0000 2018,Nike should’ve retweeted some of y’alls #JustDoIt campaign edits lmaoooo,nike should’v retweet y’all justdoit campaign edit lmaoooo
4963,Fri Sep 07 13:58:50 +0000 2018,"@MFOLseattle @RoadToChange Believe in something, even if it means sacrificing everything. #JustDoIt please Vote. Believe in something.",believ someth even mean sacrif everyth justdoit pleas vote believ someth
3372,Fri Sep 07 13:58:41 +0000 2018,Hot new data: Will the recent #JustDoIt outrage have an impact on Nike's bottom line? https://t.co/3wL5Y6ISgz https://t.co/lq3vSQTyJc,hot new data recent justdoit outrag impact nike bottom line
1206,Fri Sep 07 13:58:36 +0000 2018,"Will your college be next? A word to the wise, be careful who  &amp; What you endorse ✔️ #endorsement #BoycottNike #JustDoIt #RiseUp #ComingToAmerica #AmericaFirst @realDonaldTrump @UnPoliticUSA @FoxNews @BreitbartNews @TheDon_45 @The_Trump_Train @RealJamesWoods https://t.co/HKyRVrB9Hf",colleg next word wise care amp endors ✔️ endors boycottnik justdoit riseup comingtoamerica americafirst
2622,Fri Sep 07 13:58:32 +0000 2018,#FridayMotivation Believe In Something. Even If It Means Sacrificing Everything. #JustDoIt ✔️ #TeamKaep,fridaymotiv believ someth even mean sacrif everyth justdoit ✔️ teamkaep
1455,Fri Sep 07 13:58:22 +0000 2018,"If you're a patriot boycotting #Nike, do not to watch these Nike-sponsored teams: Bama, Clemson, Florida, Florida State, UGA, Iowa, LSU, Michigan, Michigan State, Ohio State,  Oklahoma, Oregon, Penn State, Tennessee, Texas, Southern Cal, Va Tech.

🇺🇸

#MAGA #Troops #JustDoIt",patriot boycot nike not watch nike sponsor team bama clemson florida florida state uga iowa lsu michigan michigan state ohio state oklahoma oregon penn state tennesse texa southern cal va tech 🇺🇸 maga troop justdoit
828,Fri Sep 07 13:58:08 +0000 2018,@realDonaldTrump Massive advertising! You’ve just advertised for them to 54m people! #JustDoIt,massiv advertis you’v advertis peopl justdoit
3019,Fri Sep 07 13:58:02 +0000 2018,@Tunnyking @Badass_nigerian Its not right... When you say you want to do something #Justdoit✔ stop doing yehn yehn yehn,not right say want someth justdoit✔ stop yehn yehn yehn
3579,Fri Sep 07 13:57:43 +0000 2018,"@LsuFBallTruth I want to beat Bama, last second, with this exact play.

#JustDoIt",want beat bama last second exact play justdoit
4249,Fri Sep 07 13:57:41 +0000 2018,"@realDonaldTrump IDK, so hard to know but maybe, just a guess here, #JustDoIt?",idk hard know mayb guess justdoit
3142,Fri Sep 07 13:57:40 +0000 2018,@realDonaldTrump #justdoit and #fucktrump father of the year https://t.co/Wsb1xnSbnA,justdoit fucktrump father year
1163,Fri Sep 07 13:57:38 +0000 2018,"“Don’t believe you have to be like anybody to be somebody”. Chills. 
@serenawilliams #greatestathleteofalltime #standforsomething #justdoit https://t.co/DRHQGGYx9s",“don’t believ like anybodi somebody” chill greatestathleteofalltim standforsometh justdoit
4300,Fri Sep 07 13:57:35 +0000 2018,The difference between @adidas saying they'd sign @Kaepernick7 IF he gets back in the league and @Nike who is investing the civil rights hero is the exact difference between leadership and pure profit exploitation. #JustDoIt may be about the money but it recognizes the #cause!,differ say sign get back leagu invest civil right hero exact differ leadership pure profit exploit justdoit may money recogn caus
2117,Fri Sep 07 13:57:34 +0000 2018,Best news. This bumass tried to burn his Nike shoes with kerosene then the fire spread to his home and now he homeless. Look at God. 😂😂😂 #JustDoIt #nikeboycottingkarma,best news bumass tri burn nike shoe kerosen fire spread home homeless look god 😂😂😂 justdoit nikeboycottingkarma
4767,Fri Sep 07 13:56:56 +0000 2018,Issa Fact #JustDoIt https://t.co/IBltuSaAnJ,issa fact justdoit
2629,Fri Sep 07 13:56:54 +0000 2018,"Dear @POTUS I love what @Nike did. #JustDoIt represents the social injustice in America TODAY! 
If you weren’t sooo white you could grasp this concept. https://t.co/djiCtalVUV",dear love justdoit repres social injustic america today weren’t sooo white could grasp concept
2212,Fri Sep 07 13:56:42 +0000 2018,"Still waiting for a sale on #Nike merch 😅 people are crazy to think an AD will stop me from buying what I like and what I’ve used for years. Relax people, #JustDoIt 💁🏽‍♀️ https://t.co/gURWFm9e0e",still wait sale nike merch peopl crazi think ad stop buy like i’v use year relax peopl justdoit 💁🏽‍♀️
1401,Fri Sep 07 13:56:35 +0000 2018,"Don't just create an iconic ad, create one to define what an iconic ad should be #justdoit #Nike https://t.co/DWfuulg7Lp",creat icon ad creat one defin icon ad justdoit nike
820,Fri Sep 07 13:56:29 +0000 2018,I’m going to Foot Action to purchase a pair of @Nike vapormax plus for my birthday.  You have earned my respect.  #justdoit,i’m go foot action purchas pair vapormax plu birthday earn respect justdoit
1928,Fri Sep 07 13:56:22 +0000 2018,"This is why we #TakeAKnee @BrentBozell
This is that we're talking about. Not troops flags fallen officers or any other false narratives. #RiseUp #JustDoIt #NIKE
Police detain black teen riding with his white grandmother after reports of robbery attempt https://t.co/Wd7AcfD22E",takeakne talk not troop flag fallen offic fals narr riseup justdoit nike polic detain black teen ride white grandmoth report robberi attempt
4287,Fri Sep 07 13:56:01 +0000 2018,"I've read lots of hysteria about the new @Nike ad this week, yet only watched it this afternoon. Wow, what an ad. Quite possibly one of the best I've ever seen. Whichever side of the fence you're on, it's certainly one that will remembered for a long time. #JustDoIt #JobDone",read lot hysteria new ad week yet watch afternoon wow ad quit possibl one best ever seen whichev side fenc certainli one rememb long time justdoit jobdon
4603,Fri Sep 07 13:56:00 +0000 2018,Imma need @Nike to create a blank cavas for their #JustDoIt campaign. Thanks 😂😂😂,imma need creat blank cava justdoit campaign thank 😂😂😂
4933,Fri Sep 07 13:56:00 +0000 2018,"For when @nike had to realize who has carried them on their backs for decades... bags and shoes..ijs #JustDoIt  real life... New York 
https://t.co/38xkKnBZ2e #ckmadethebeat4u… https://t.co/w6cf2pFNUy",realiz carri back decad bag shoe ij justdoit real life new york ckmadethebeatu…
1422,Fri Sep 07 13:55:55 +0000 2018,Made it! I've been very active during my staycation. Makes me wish I was rich cuz this would be a weekly ritual. #StoneMountain #JustDoIt @ Stone Mountain Park https://t.co/shBeCT5gFk,made activ staycat make wish rich cuz would weekli ritual stonemountain justdoit stone mountain park
3446,Fri Sep 07 13:55:53 +0000 2018,My car is PAID IN FULL! #justdoit✔️ https://t.co/Gk51NUWSuv,car paid full justdoit✔️
2002,Fri Sep 07 13:55:35 +0000 2018,@Nike advert is the first EVER online advert that I’ve not wanted to ‘skip after five secs’. It’s so inspiring and powerful! #DreamCrazy #justdoit #nike #believe https://t.co/eH4ASTSxR5,advert first ever onlin advert i’v not want ‘skip five secs’ it’ inspir power dreamcrazi justdoit nike believ
4396,Fri Sep 07 13:55:06 +0000 2018,"Day 6! I think I can, I think I can. 🚂 
.
.
.
.
.
#teambringit #iworkout #fitness #gymtime #lifting #noexcuses #youcandoit #justdoit #getfit #lifegoals #squadgoals #fitfam #fitlife… https://t.co/gVerG6j6Y6",day think think teambringit iworkout fit gymtim lift noexcus youcandoit justdoit getfit lifego squadgoal fitfam fitlife…
216,Fri Sep 07 13:55:00 +0000 2018,Good! Maybe I can get all the sizes I’ll need for my family! My Christmas 🎄 gift theme this year! 👟👟👟 👟GO @Nike #JustDoIt https://t.co/C2yf45rNkL,good mayb get size i’ll need famili christma gift theme year 👟👟👟 👟go justdoit
4193,Fri Sep 07 13:54:40 +0000 2018,#BlackMyStory #TakeAKnee #justdoit A Black Restaurant Owner Says He Tried Assisting a White Patron in Distress. Police Arrested Him.   via @NYTimes https://t.co/YTQaIsR8MV,blackmystori takeakne justdoit black restaur owner say tri assist white patron distress polic arrest via
981,Fri Sep 07 13:54:35 +0000 2018,"#sorridere .....  

#justdoit #italiano 

It's not as #inspiring as @nike @kaepernick7 #pubblicita #nike 

#imwithkap #imwithkaepernick #therightsideofhistory #nfl #blacklivesmatter… https://t.co/1d7QZ8PUUz",sorrider justdoit italiano not inspir pubblicita nike imwithkap imwithkaepernick therightsideofhistori nfl blacklivesmatter…
3277,Fri Sep 07 13:54:34 +0000 2018,"Damn Daniel, back at it again with the gym post!! #wreckingcrew #abs #absworkout #gymflow #gymgains #gains #bearded #beardstyle #beards #doinit #nike #justdoit #loveeachother… https://t.co/eYyyYDftaV",damn daniel back gym post wreckingcrew ab absworkout gymflow gymgain gain beard beardstyl beard doinit nike justdoit loveeachother…
3992,Fri Sep 07 13:54:32 +0000 2018,"Me: should I go to class today
Carlie: did kaepernick stand for the national anthem? @CarlieWickey 
#JustDoIt",go class today carli kaepernick stand nation anthem justdoit
67,Fri Sep 07 13:54:26 +0000 2018,Nico out here fucking up people's bets LMAO 😂 #UFC228 #JustDoIt,nico fuck peopl bet lmao ufc justdoit
1726,Fri Sep 07 13:54:22 +0000 2018,"When these minority pawns like CK get booted of the George SOROS payroll, they can start living their lives like free men instead os the puppet slaves they are now.   #JustDoIt",minor pawn like ck get boot georg soro payrol start live live like free men instead os puppet slave justdoit
4742,Fri Sep 07 13:54:20 +0000 2018,"Believe in your filmmaking career. Even if it means sacrificing everything to make your film.

#nike #justdoit #justdoit✔️ #JustDoIt #filmmakers #film #ekatoto #Kaepernick https://t.co/DvTUl3qhAk",believ filmmak career even mean sacrif everyth make film nike justdoit justdoit✔️ justdoit filmmak film ekatoto kaepernick
